"CONTEXT", "ID", "TEXT"
"traveler:EZIC_HANDLER_POST1","Both.","Les deux."
"traveler:EZIC_HANDLER_EXT","Today.","Aujourd'hui."
"traveler:EZIC_AGENT_EXT","For Arstotzka and the Order.","Pour l'Arstotzka et pour l'Ordre."
"traveler:EZIC_AGENT_EXT","The others do not agree, but I believe the man in red is not a threat.","Malgré ce que certains en disent, je ne pense pas que l'homme en rouge soit une véritable menace."
"traveler:EZIC_AGENT_EXT","@What?","@Quoi ?"
"traveler:EZIC_AGENT_EXT","Nevermind.","Bah, laissez tomber..."
"traveler:EZIC_HANDLER_SNIPE","Shoot to kill.","Tirez pour tuer."
"traveler:EZIC_DIPLO","I require my passport.","J'ai besoin de mon passeport."
"traveler:EZIC_DIPLO","@It has been confiscated.","@Il a été confisqué."
"traveler:EZIC_DIPLO","I am Kolechian diplomat here on government request.","Je suis un diplomate kolèche, je suis là sur requête de votre gouvernement."
"traveler:EZIC_DIPLO","Return passport at once.","Rendez-moi mon passeport immédiatement !"
"traveler:EZIC_DIPLO","@Call number on slip to recover.","@Appelez le numéro sur le reçu pour le récupérer."
"traveler:EZIC_DIPLO","Barbarian.","Barbare !"
"traveler:EZIC_DIPLO","You cannot do this.","Vous ne pouvez pas faire ça !"
"traveler:EZIC_DIPLO_FOLLOW","I saw him enter.","Je l'ai vu entrer."
"traveler:EZIC_DIPLO_FOLLOW","Give his passport to me.","Donnez-moi son passeport."
"traveler:EZIC_DIPLO_FOLLOW","Ah good.","Très bien !"
"traveler:EZIC_DIPLO_FOLLOW","I look much the same as him.","Je lui ressemble beaucoup."
"traveler:EZIC_DIPLO_FOLLOW","Just need to shave my mustache.","Il faut juste que je rase ma moustache."
"traveler:EZIC_DIPLO_FOLLOW","But we all must make sacrifices.","Mais tout le monde doit faire sacrifices..."
"traveler:EZIC_DIPLO_FOLLOW","Appove the visa.","Approuvez le visa."
"traveler:EZIC_DIPLO_FOLLOW","For Arstotzka and the Order.","Pour l'Arstotzka et pour l'Ordre."
"traveler:EZIC_DIPLO_FOLLOW","This is not what was agreed on.","Ce n'est pas ce qui était convenu."
"traveler:EZIC_DIPLO_FOLLOW","I am sent to collect diplomat's passport.","On m'a envoyé pour récupérer un passeport de diplomate."
"traveler:EZIC_DIPLO_FOLLOW","@I do not have it.","@Je ne l'ai pas."
"traveler:SECRET_POLICE_INTRO","Good morning, inspector.","Bonjour, Inspecteur."
"traveler:SECRET_POLICE_INTRO","You are healthy today yes?","Tout va bien pour vous, aujourd'hui ? Hum ?"
"traveler:SECRET_POLICE_INTRO","I have just few questions for you.","J'aurais juste quelques petites questions."
"traveler:SECRET_POLICE_INTRO","There was problem at Metro last night.","Il y a eu problème dans le Métro, la nuit dernière."
"traveler:SECRET_POLICE_INTRO","Maybe you read about it in paper.","Peut-être avez-vous lu ça dans le journal ?"
"traveler:SECRET_POLICE_INTRO","Is very big news.","En très gros titre..."
"traveler:SECRET_POLICE_INTRO","We think it is not accident.","Nous pensons que ce n'est pas un accident."
"traveler:SECRET_POLICE_INTRO","We think it is caused by suspicious group.","Nous pensons que c'est le fait d'un groupe suspect."
"traveler:SECRET_POLICE_INTRO","We think some members pass through this checkpoint.","Nous pensons que des membres de ce groupe sont passés par ce poste-frontière."
"traveler:SECRET_POLICE_INTRO","So we come talk to you.","C'est pourquoi nous venons discuter un peu avec vous..."
"traveler:SECRET_POLICE_INTRO","Have you seen anything like this?","Avez-vous déjà vu quelque chose dans ce genre ?"
"traveler:SECRET_POLICE_INTRO","Is some kind of symbol for group.","C'est une sorte de symbole pour ce groupe."
"traveler:SECRET_POLICE_INTRO","If you have any information, you give to us yes?","Si vous avez des informations, vous nous les communiquerez. N'est-ce pas ?"
"traveler:SECRET_POLICE_INTRO","Yes?","Oui ?"
"traveler:SECRET_POLICE_INTRO","@Yes.","@Oui."
"traveler:SECRET_POLICE_INTRO","Very good.","Très bien !"
"traveler:SECRET_POLICE_INTRO","Please return my badge and paper.","Rendez-moi mon badge et ce papier, s'il vous plaît."
"traveler:SECRET_POLICE_INTRO","We think suspicious group attempts to stir trouble.","Nous pensons qu'un groupe suspect cherche à semer le trouble."
"traveler:SECRET_POLICE_INTRO","We think some members enter this checkpoint.","Nous pensons que des membres de ce groupe sont entrés par ce poste-frontière."
"traveler:SECRET_POLICE_INTRO","What is this?","Qu'est-ce que c'est ?"
"traveler:SECRET_POLICE_INTRO","Interesting.","Intéressant..."
"traveler:SECRET_POLICE_INTRO","Yes, very interesting.","Oui, très intéressant."
"traveler:SECRET_POLICE_INTRO","I think it is best if you come with me.","Je crois ce serait mieux pour vous de venir avec moi..."
"traveler:SECRET_POLICE_INTRO","This group is very dangerous.","Ce groupe est très dangereux."
"traveler:SECRET_POLICE_INTRO","If you see any curious thing, report immediately.","Si vous voyez quoi que ce soit de curieux, signalez-le immédiatement."
"traveler:SECRET_POLICE_CAUGHT","Hello inspector.","Bonjour, Inspecteur."
"traveler:SECRET_POLICE_CAUGHT","There is small discrepancy with your finances.","Nous avons remarqué une petite anomalie au niveau de vos finances..."
"traveler:SECRET_POLICE_CAUGHT","The Ministry of Income was thoughtful enough to notify us.","Le Ministère du Revenu a eu la prévenance de nous en informer."
"traveler:SECRET_POLICE_CAUGHT","It is best if you come with me.","Le mieux pour vous serait de venir avec moi..."
"traveler:SECRET_POLICE_FINAL","Inspector.","Inspecteur..."
"traveler:SECRET_POLICE_FINAL","It has been some time.","Ça faisait longtemps."
"traveler:SECRET_POLICE_FINAL","Read your bulletin carefully today.","Lisez attentivement votre bulletin, aujourd'hui."
"traveler:SECRET_POLICE_FINAL","We will be speaking with many workers.","Nous allons discuter avec beaucoup d'employés."
"traveler:SECRET_POLICE_FINAL","Your audit comes soon.","Votre audit est pour bientôt."
"traveler:SECRET_POLICE_FINAL","I will personally conduct it.","Je vais m'en charger... personnellement."
"traveler:SECRET_POLICE_FINAL","There is nothing to fear.","Vous n'avez rien à craindre."
"traveler:SECRET_POLICE_FINAL","Work hard.","Travaillez dur !"
"traveler:JORJI_BASE","All right! You the best!","OK ! Toi super !"
"traveler:JORJI_BASE","Arstotzka the best!","Arstotzka super !"
"traveler:JORJI_BASE","Here, take this!","Tiens, prends, prends !"
"traveler:JORJI0","Ok! Here we go!","OK ! C'est parti !"
"traveler:JORJI0","Glory to Arstotzka!","Gloire à l'Arstotzka !"
"traveler:JORJI0","The greatest country!","Plus grand des pays !"
"traveler:JORJI0","@Where is your passport?","@Où est votre passeport ?"
"traveler:JORJI0","Passport!","Passeport ?"
"traveler:JORJI0","Arstotzka so great, passport not required.","Arstotzka trop super, pas besoin passeport !"
"traveler:JORJI0","Right?","Pas vrai ?"
"traveler:JORJI0","@A passport is required.","@Un passeport est obligatoire."
"traveler:JORJI0","Ok, ok. I hear you.","OK, OK ! Bien compris."
"traveler:JORJI0","I come back again.","Je revenir encore."
"traveler:JORJI1","Ok! Hello again!","OK ! Bonjour encore !"
"traveler:JORJI1","Now I have passport!","J'ai passeport maintenant."
"traveler:JORJI1","Arstotzka still best country for sure!","Arstotzka toujours pays super ! Oui, oui !"
"traveler:JORJI1","@This passport is crude fake.","@Ce passeport n'est qu'une vulgaire imitation."
"traveler:JORJI1","Hey now! Is not true!","Hé là ! Pas vrai !"
"traveler:JORJI1","Is pre-approved!","C'est modèle pré-approuvé !"
"traveler:JORJI1","@ Cobrastan is not a real country.","@Le Cobrastan n'est pas un vrai pays."
"traveler:JORJI1","Ok, ok.","OK, OK..."
"traveler:JORJI1","You no like passport, I understand.","Toi pas aimer passeport, j'ai compris."
"traveler:JORJI1","I come back again with better one.","Je revenir plus tard avec un plus joli !"
"traveler:JORJI2","Old friend hello!","Copain ! Bonjour !"
"traveler:JORJI2","I am back again!","Me voilà encore!"
"traveler:JORJI2","This time everything set.","Ce coup-ci, tout être OK."
"traveler:JORJI2","@You are missing an entry permit.","@Il vous manque un permis d'entrée."
"traveler:JORJI2","Oh man you funny guy!","Oh dis donc, toi super marrant !"
"traveler:JORJI2","@An entry permit is required.","@Un permis d'entrée est obligatoire."
"traveler:JORJI2","Wow, you run very strict border here.","Wouah, c'est frontière très stricte ici."
"traveler:JORJI2","That is good. Do job right.","C'est bien, ça ! Tu fais bon travail !"
"traveler:JORJI2","I look for entry thing and come back.","Je vais chercher truc entrée et je revenir."
"traveler:JORJI3","Hey it is me!","Coucou ! C'est moi !"
"traveler:JORJI3","Are you happy to see?","Toi content de me voir ?"
"traveler:JORJI3","I have everything you ask for now.","J'ai tout les trucs que toi demander, maintenant."
"traveler:JORJI3","@Tickets are no longer accepted.","@Les bons ne sont plus acceptés."
"traveler:JORJI3","Hey no!","Hé ! Non !"
"traveler:JORJI3","Guy sold me ticket. Say is good!","Type vendu moi ce bon. Dire il est OK !"
"traveler:JORJI3","You check again maybe.","Toi mieux regarder, hein ?"
"traveler:JORJI3","@Do not come back again.","@Je ne veux plus vous revoir."
"traveler:JORJI3","Haha!","Ha ha !"
"traveler:JORJI3","You nice guy but I have business in Arstotzka.","Toi sympa, mais j'ai affaires en Arstotzka."
"traveler:JORJI3","I get right papers and come see you.","Je vais avoir tout bons papiers et je revenir te voir."
"traveler:JORJI4","Hello my guy!","Salut ami !"
"traveler:JORJI4","Ok. Today is day!","OK. Aujourd'hui c'est grand jour !"
"traveler:JORJI4","Look at all good papers.","Regarde, plein papiers tout bons !"
"traveler:JORJI4","Was not easy.","Pas facile, hein..."
"traveler:JORJI4","Or cheap! Haha!","Pas donné, aussi ! Ha ha !"
"traveler:JORJI4","@I told you not to come back.","@Je vous ai dit de ne plus revenir."
"traveler:JORJI4","This is crap.","C'est foutaises, ça !"
"traveler:JORJI4","You know what? Forget it.","Je vais te dire : laisse tomber."
"traveler:JORJI4","Arstotzka worst country.","Arstotzka tout pourri !"
"traveler:JORJI4","You worst person.","Toi vilaine personne."
"traveler:JORJI4","Thank you so much!","Merci beaucoup beaucoup !"
"traveler:JORJI4","If I am honest to you, I was little nervous.","Je être honnête avec toi, je étais un petit peu nerveux..."
"traveler:JORJI4","Even with right papers is hard to say.","Même avec tout bons papiers, ça pas facile."
"traveler:JORJI4","Ok bye!","OK, au revoir !"
"traveler:JORJI_SMUGGLE0","Again I am here!","Voilà encore moi !"
"traveler:JORJI_SMUGGLE0","Everything all set up now.","Tout il est prêt, maintenant."
"traveler:JORJI_SMUGGLE0","I come through often to see you.","Je passer souvent pour faire coucou à toi !"
"traveler:JORJI_SMUGGLE0","We become good friends!","Nous devenir grands copains !"
"traveler:JORJI_SMUGGLE0","@Your weight is different.","@Votre poids ne correspond pas."
"traveler:JORJI_SMUGGLE0","Is sad story.","Ça triste histoire..."
"traveler:JORJI_SMUGGLE0","My wife very bad cook.","Ma femme faire mauvaise cuisine."
"traveler:JORJI_SMUGGLE0","But if I do not eat, she get angry.","Mais si je pas manger, elle casser vaisselle."
"traveler:JORJI_SMUGGLE0","Uh oh, maybe you not like this!","Oh ho... Peut-être toi pas aimer ça ?"
"traveler:JORJI_SMUGGLE0","@What is this?","@Qu'est-ce que c'est que ça ?"
"traveler:JORJI_SMUGGLE0","Is drugs!","Ça drogue !"
"traveler:JORJI_SMUGGLE0","I have little side business here.","J'ai petit business ici, pour aider fins de mois."
"traveler:JORJI_SMUGGLE0","You let me through and I give you something something.","Toi laisse passer moi et je donner toi quelque chose."
"traveler:JORJI_SMUGGLE0","@Something what?","@Quelque chose du genre ?"
"traveler:JORJI_SMUGGLE0","Ten credits.","10 crédits."
"traveler:JORJI_SMUGGLE0","I give you ten credits for just little stamp.","Je donner 10 crédits, juste pour petit tampon."
"traveler:JORJI_SMUGGLE0","@Wait here Jorji.","@Attendez ici, Jorji."
"traveler:JORJI_SMUGGLE0","Is ok, I understand.","Ça OK, j'ai compris."
"traveler:JORJI_SMUGGLE0","Drugs are bad. Not good for kids.","Drogues pas bien. Pas bon pour gosses."
"traveler:JORJI_SMUGGLE0","You do great work here still.","Toi toujours faire super boulot !"
"traveler:JORJI_SMUGGLE0","Ok!","OK !"
"traveler:JORJI_SMUGGLE0","We go full speed!","On va à fond, à fond !"
"traveler:JORJI_SMUGGLE0","Hey what is problem?","Hé, quoi être problème ?"
"traveler:JORJI_SMUGGLE0","@I do not trust you.","@Je n'ai pas confiance en vous."
"traveler:JORJI_SMUGGLE0","Ok, ok.","OK, OK."
"traveler:JORJI_SMUGGLE0","You good guy so I win trust next time.","Toi être gentil, alors je gagner confiance prochaine fois."
"traveler:JORJI_SMUGGLE1","Ok, I am back!","OK, je revenir !"
"traveler:JORJI_SMUGGLE1","Same procedure!","Tout pareil procédure !"
"traveler:JORJI_SMUGGLE1","They told me this hard business.","Eux dire que ça métier dangereux."
"traveler:JORJI_SMUGGLE1","So far everything smooth like ice!","Mais pour l'instant, tout être tout facile !"
"traveler:JORJI_SMUGGLE1","Thanks to you!","Merci !"
"traveler:JORJI_SMUGGLE1","Buy something happy for wife.","Acheter chose gentille pour femme !"
"traveler:JORJI_SMUGGLE1","Phew!","Pfiou !"
"traveler:JORJI_SMUGGLE1","Was tough one. Lucky for me, guard was easy.","Échappé belle. Heureusement, garde très compréhensif."
"traveler:JORJI_SMUGGLE1","He asks for big money but is reasonable man.","Lui demander beaucoup argent, mais être homme raisonnable."
"traveler:JORJI_SMUGGLE1","Oh man, again!","Oh non, encore !"
"traveler:JORJI_SMUGGLE1","That guard have another good day.","Garde encore avoir jour de chance."
"traveler:JORJI_SMUGGLE1","Not sure I keep this up with no sales!","Pas sûr je peux continuer comme ça si rien vendre !"
"traveler:JORJI_SMUGGLE1","Ok, we try again!","OK, on essaye encore !"
"traveler:JORJI_SMUGGLE1","Sorry to bother you, but this my only job.","Pardon t'embêter, mais ça mon seul boulot."
"traveler:JORJI_SMUGGLE1","@Wait here, Jorji.","@Attendez ici, Jorji."
"traveler:JORJI_SMUGGLE1","Is ok, I understand.","Ça OK, j'ai compris."
"traveler:JORJI_SMUGGLE1","Drugs are bad. Not good for kids.","Drogues pas bien. Pas bon pour gosses."
"traveler:JORJI_SMUGGLE1","You do great work here still.","Toi toujours faire super boulot !"
"traveler:JORJI_SMUGGLE1","@I see a difference here.","@Il y a une différence notable."
"traveler:JORJI_SMUGGLE1","Is real mystery for sure.","C'est grand mystère, pour sûr..."
"traveler:JORJI_SMUGGLE1","Maybe things get too sexy in here.","Sûrement ambiance être trop sexy ici !"
"traveler:JORJI_SMUGGLE1","@Drugs?","@De la drogue ?"
"traveler:JORJI_SMUGGLE1","Looks like good stuff right?","C'est de la bonne on dirait, hein ?"
"traveler:JORJI_SMUGGLE1","Wait! I give you 10 credits for ok stamp!","Attends ! Je donner 10 crédits pour tampon OK !"
"traveler:JORJI_SMUGGLE1","Think about family!","Pense à famille !"
"traveler:JORJI_SMUGGLE1","They can buy many happy things with these credits.","Eux pouvoir acheter plein choses gentilles avec ces crédits."
"traveler:JORJI_SMUGGLE1","Just for little harmless drugs!","Juste pour petite drogue inoffensive !"
"traveler:JORJI_SMUGGLE1","This much better, see?","C'est beaucoup mieux comme ça, tu vois ?"
"traveler:JORJI_SMUGGLE1","Wow, you really stand-up guy.","Wouah, toi vraiment pas rigoler..."
"traveler:JORJI_SMUGGLE1","Maybe is not so good for me when I think about.","Tout ça peut-être pas très bon pour moi, quand je réfléchis..."
"traveler:JORJI_CRIMINAL","Is good to see you again!","Chouette voir toi encore !"
"traveler:JORJI_CRIMINAL","Today I come just for short visit.","Aujourd'hui je passe juste pour petite visite."
"traveler:JORJI_CRIMINAL","Everything is definitely ok with me.","Tout être OK pour moi, sûr sûr !"
"traveler:JORJI_CRIMINAL","For sure I am not in criminal bulletin or anything!","Pas moi dans bulletin criminel, ni rien du tout !"
"traveler:JORJI_CRIMINAL","@Your face is in wanted bulletin.","@Votre photo est dans la liste des criminels recherchés."
"traveler:JORJI_CRIMINAL","What! I pay police like crazy!","Quoi ?! Je payer police plein beaucoup !"
"traveler:JORJI_CRIMINAL","They promise no bulletin. All clear they say.","Eux promis pas bulletin. Pas souci, ils ont dit."
"traveler:JORJI_CRIMINAL","I think twice about trusting friendly people.","Maintenant moi plus jamais croire tout de suite gens sympas !"
"traveler:JORJI_CRIMINAL","Hey I really like you.","Hé, je t'aime bien pour de vrai, toi."
"traveler:JORJI_CRIMINAL","I know is risky to help me like this.","Je sais très risqué aider moi comme ça."
"traveler:JORJI_CRIMINAL","I try to make it up for you.","Je essayer te revaudre ça."
"traveler:JORJI_CRIMINAL","Ah, is ok.","Bah, ça OK quand même..."
"traveler:JORJI_CRIMINAL","At least you do not arrest me.","Au moins tu pas m'arrêter."
"traveler:JORJI_CRIMINAL","Thanks anyways.","Merci quand même."
"traveler:JORJI_CRIMINAL","@Sorry Jorji.","@Désolé, Jorji."
"traveler:JORJI_CRIMINAL","Ah, is ok. Most police know me now.","Bah, pas grave... Tout police connaître moi, maintenant."
"traveler:JORJI_CRIMINAL","I have little talk with them again.","Je encore parler petite discussion avec eux."
"traveler:JORJI_CRIMINAL","Anyway, you have tough job.","Vraiment, toi tu as travail difficile."
"traveler:JORJI_CRIMINAL","I rather sell drugs!","Content que je vends de la drogue !"
"traveler:JORJI_PASSPORTS","I read newspaper.","Je lire journal."
"traveler:JORJI_PASSPORTS","@Hello Jorji.","@Bonjour, Jorji."
"traveler:JORJI_PASSPORTS","Things getting little crazy in Arstotzka.","Choses devenir un peu n'importe quoi en Arstotzka..."
"traveler:JORJI_PASSPORTS","Maybe you think about going away for a bit.","Peut-être tu penser partir ailleurs un petit peu..."
"traveler:JORJI_PASSPORTS","Obristan is good place.","Obristan bon endroit."
"traveler:JORJI_PASSPORTS","Right next door up north.","Tout juste à côté, vers nord."
"traveler:JORJI_PASSPORTS","@Our passports have been confiscated.","@Nos passeports ont été confisqués."
"traveler:JORJI_PASSPORTS","@We cannot leave.","@Nous ne pouvons pas partir."
"traveler:JORJI_PASSPORTS","Hey that not good sign.","Hé... Ça pas bon signe."
"traveler:JORJI_PASSPORTS","Hold on.","Attends..."
"traveler:JORJI_PASSPORTS","I know a guy.","Je connaître type."
"traveler:JORJI_PASSPORTS","Just give him real passports to work with.","Toi juste donner lui vrais passeports pour bricoler."
"traveler:JORJI_PASSPORTS","He changes info to match for you.","Lui change infos, pour mettre celles à toi."
"traveler:JORJI_PASSPORTS","I learn that in hard way.","Je appris ça à la dure."
"traveler:JORJI_PASSPORTS","Thanks again!","Merci encore !"
"traveler:JORJI_PASSPORTS","Bah! Maybe you right.","Bah ! Peut-être tu as raison."
"traveler:JORJI_PASSPORTS","Better to take little break.","Mieux prendre petite pause."
"traveler:JORJI_PASSPORTS","Hey what the hell?","Hé, toi quoi faire là ?!"
"traveler:JORJI_PASSPORTS","You take my passport!","Toi prendre mon passeport !"
"traveler:JORJI_PASSPORTS","You can see it was expensive!","Tu bien voir que je payer cher pour l'avoir !"
"traveler:JORJI_PASSPORTS","@You said I need real Obristan passports.","@Tu m'as dit que j'avais besoin de vrais passeports obristons."
"traveler:JORJI_PASSPORTS","Man. Fine.","'tain... Bon."
"traveler:JORJI_PASSPORTS","I get another but little unhappy about it.","Je trouver un autre, mais un petit peu pas content, hein..."
"traveler:JORJI_PASSPORTS","Memorize flyer and give back.","Mémorise prospectus et rendre à moi."
"traveler:JORJI_PASSPORTS","Hey you know what.","Hé, toi sais quoi?"
"traveler:JORJI_PASSPORTS","Take my passport.","Prendre mon passeport."
"traveler:JORJI_PASSPORTS","I get another one no problem.","Je trouver un autre facile, pas problème."
"traveler:JORJI_PASSPORTS","Now memorize flyer and give back if you finish reading.","Maintenant, mémorise prospectus et rendre à moi quand fini lire."
"traveler:JORJI_PASSPORTS","Do not want to get in trouble!","Pas envie avoir ennuis !"
"traveler:JORJI_PASSPORTS","Obristan really great this time of year.","Obristan vraiment super à cette époque dans année."
"traveler:JORJI_PASSPORTS","Lots of snow.","Plein de neige !"
"traveler:JORJI_PASSPORTS","Not sure where you get more passports for family.","Pas sûr savoir où toi trouver plus passeports pour famille."
"traveler:JORJI_PASSPORTS","But you smart guy.","Mais toi malin !"
"traveler:JORJI_PASSPORTS","Probably figure it out!","Sûrement tu trouver."
"traveler:JORJI_PASSPORTS","Good luck.","Bon chance !"
"traveler:JORJI_GOODBYE","Ho boy! I make big score!","Ho dis donc ! Je toucher gros lot !"
"traveler:JORJI_GOODBYE","Huge! You have no idea!","Énorme ! Toi pas idée !"
"traveler:JORJI_GOODBYE","Anyway. I just want to say thank you.","Bref... Je juste vouloir dire merci à toi."
"traveler:JORJI_GOODBYE","I wait in line just for that!","Je faire la queue juste pour ça !"
"traveler:JORJI_GOODBYE","Maybe I quit now.","Sûrement j'arrête, maintenant."
"traveler:JORJI_GOODBYE","Haha!","Ha ha !"
"traveler:BROTHEL0","Hello handsome.","Salut, beau gosse."
"traveler:BROTHEL0","You look bored.","Tu as l'air de t'ennuyer..."
"traveler:BROTHEL0","If you want good time, come see us.","Si tu cherches un peu de bon temps, viens nous voir."
"traveler:BROTHEL0","I will be around couple months.","Je serai dans le coin pendant quelques mois."
"traveler:BROTHEL0","Don't forget to visit.","Et n'oublie pas de passer me voir !"
"traveler:BROTHEL1","Hey there.","Hé, salut!"
"traveler:BROTHEL1","I can make you happy any time.","Je peux te faire du bien quand tu veux..."
"traveler:BROTHEL1","Come to Pink Vice. Ask for Ava.","Passe au Pink Vice. Demande Ava."
"traveler:BROTHEL2","Oh. Here.","Oh... Tenez."
"traveler:BROTHEL2","Please help me.","Pitié, aidez-moi !"
"traveler:BROTHEL3","Hello friend.","Salut, l'ami."
"traveler:BROTHEL3","You come down, I give you good girl.","Si tu passes, je te filerai une fille bien..."
"traveler:BROTHEL3","That little bitch.","La petite pute !"
"traveler:BROTHEL3","I break her in two.","Je vais la casser en deux !"
"traveler:BROTHEL3","@You are Dari Ludum?","@Vous êtes Dari Ludum ?"
"traveler:BROTHEL3","Of course, it says on passport.","Bien sûr ! C'est écrit sur mon passeport."
"traveler:BROTHEL3","@One moment.","@Un instant..."
"traveler:BROTHEL3","What is this shit?","Mais... Qu'est-ce que vous faites ?!"
"traveler:BROTHEL3","Give my papers back.","Rendez-moi mes papiers !"
"traveler:KILLERATHLETE","@You are Vince Lestrade?","@Vous êtes Vince Lestrade ?"
"traveler:KILLERATHLETE","Damn.","Bon sang..."
"traveler:KILLERATHLETE","Look, I did not kill her. I was set up.","Écoutez, je ne l'ai pas tuée. C'était un coup monté !"
"traveler:KILLERATHLETE","Do not believe the Republian lies.","Ne croyez pas les mensonges républiens !"
"traveler:KILLERATHLETE","Let me through.","Je vous en prie, laissez-moi passer !"
"traveler:KILLERATHLETE","Shit.","Merde !"
"traveler:HUSBAND_WIFE0","Today is beautiful day, my friend.","Aujourd'hui est un grand jour, mon ami !"
"traveler:HUSBAND_WIFE0","We finally become free from Antegrian tyranny!","Nous allons enfin être libérés de la tyrannie antègre !"
"traveler:HUSBAND_WIFE0","Thank you so much!","Merci beaucoup !"
"traveler:HUSBAND_WIFE0","Please be kind to my wife, she is just after me.","S'il vous plaît, soyez sympa avec ma femme. Elle est juste derrière moi."
"traveler:HUSBAND_WIFE0","No! They will kill us!","Non ! Ils vont nous tuer !"
"traveler:HUSBAND_WIFE0","Please, I beg you.","Pitié, je vous en supplie !"
"traveler:HUSBAND_WIFE0","Let my wife pass. She is coming to you next.","Laissez passer ma femme. Elle est juste après moi."
"traveler:HUSBAND_WIFE1","Did you see my husband?","Vous avez vu mon mari ?"
"traveler:HUSBAND_WIFE1","He made it through, yes?","Il a pu passer, n'est-ce pas ?"
"traveler:HUSBAND_WIFE1","@Where is your entry permit?","@Où est votre permis d'entrée, madame ?"
"traveler:HUSBAND_WIFE1","Please, I beg you.","S'il vous plaît, je vous en prie..."
"traveler:HUSBAND_WIFE1","They would not give me permit. I have no choice.","Ils n'ont pas voulu me donner de permis. Je n'avais pas le choix..."
"traveler:HUSBAND_WIFE1","I will be killed if I return to Antegria.","Ils me tueront si je retourne en Antégrie."
"traveler:HUSBAND_WIFE1","Thank you.","Merci."
"traveler:HUSBAND_WIFE1","We will not forget.","Nous ne l'oublierons pas."
"traveler:HUSBAND_WIFE1","Why?","Pourquoi ?"
"traveler:HUSBAND_WIFE1","You have doomed me.","Vous me condamnez à mort..."
"traveler:HUSBAND_WIFE1","Why did you turn my husband away?","Pourquoi vous avez refusé de laisser passer mon mari ?"
"traveler:HUSBAND_WIFE1","I will not leave him to die.","Je ne le laisserai pas mourir tout seul."
"traveler:HUSBAND_WIFE1","You have doomed us both.","Vous nous avez condamnés à mort tous les deux..."
"traveler:HIRING_ENGINEERS_START","You see many people, yes?","Vous voyez beaucoup de monde passer ici, n'est-ce pas ?"
"traveler:HIRING_ENGINEERS_START","I am looking for engineers.","Je suis à la recherche d'ingénieurs."
"traveler:HIRING_ENGINEERS_START","Do me a favor.","Vous pourriez peut-être me rendre service..."
"traveler:HIRING_ENGINEERS_START","Give my card to any engineers you meet.","Donnez ma carte à tous les ingénieurs que vous rencontrerez."
"traveler:HIRING_ENGINEERS_START","I come back in few days.","Je repasserai dans quelques jours."
"traveler:HIRING_ENGINEERS_START","Pay you 5 credits for each engineer that calls me.","Je vous payerai 5 crédits par ingénieur qui m'aura appelé."
"traveler:HIRING_ENGINEERS_START","You make a mistake but I let you fix it.","Vous faites une erreur, mais je vais vous donner une chance de vous racheter."
"traveler:HIRING_ENGINEERS","What is this?","Qu'est-ce que c'est ?"
"traveler:HIRING_ENGINEERS","Oh. Huh. ; Huh. ; They are hiring?","Oh. Heu... Hum... Ils embauchent ?"
"traveler:HIRING_ENGINEERS","I have already.","J'en ai déjà une."
"traveler:HIRING_ENGINEERS","Stop giving to me.","Arrêtez avec ces cartes !"
"traveler:HIRING_ENGINEERS","Forget it, take them both. I don't want.","Bon, ça suffit. Reprenez les toutes, je n'en veux pas !"
"traveler:HIRING_ENGINEERS_END","Is good card, yes? ; Thanks ; These were not cheap you know. ;","Ce sont de bonnes cartes, n'est-ce pas ? ; Merci. ; Elles m'ont coûté cher, vous savez... ;"
"traveler:HIRING_ENGINEERS_END","I am back.","Je suis de retour."
"traveler:HIRING_ENGINEERS_END","How many engineers did you meet?","Combien d'ingénieurs avez-vous rencontrés ?"
"traveler:HIRING_ENGINEERS_END","I got no calls.","Je n'ai reçu aucun appel."
"traveler:HIRING_ENGINEERS_END","You gave my cards to no one.","Vous n'avez donné ma carte à personne..."
"traveler:HIRING_ENGINEERS_END","Thank you for nothing.","Merci pour rien."
"traveler:HIRING_ENGINEERS_END","I get only one call.","Je n'ai reçu qu'un seul appel."
"traveler:HIRING_ENGINEERS_END","I'm lucky that he is good lead.","Heureusement que c'était quelqu'un d'intéressant."
"traveler:HIRING_ENGINEERS_END","Here is what I promised.","Voici ce que je vous avais promis."
"traveler:HIRING_ENGINEERS_END","I got two calls.","J'ai reçu deux appels."
"traveler:HIRING_ENGINEERS_END","One guy, he was good.","Un des types était intéressant..."
"traveler:HIRING_ENGINEERS_END","Other one not so much.","L'autre, pas vraiment."
"traveler:HIRING_ENGINEERS_END","Thanks anyways.","Enfin, merci quand même."
"traveler:HIRING_ENGINEERS_END","I got three calls.","J'ai reçu trois appels."
"traveler:HIRING_ENGINEERS_END","Two guys were good.","Deux des types étaient intéressants..."
"traveler:HIRING_ENGINEERS_END","Last one was a fool. Didn't know basics.","Le dernier était vraiment nul... Il ne connaissait rien à rien."
"traveler:HIRING_ENGINEERS_END","But is ok. I appreciate.","Mais bon, dans tous les cas, j'apprécie votre geste."
"traveler:HIRING_ENGINEERS_END","I got four calls.","J'ai reçu quatre appels."
"traveler:HIRING_ENGINEERS_END","Three were civil engineers. Useless.","Trois étaient ingénieurs en génie civil... Aucun intérêt."
"traveler:HIRING_ENGINEERS_END","I need mechanicals. I told you.","J'ai besoin d'ingénieurs en mécanique. Je vous l'ai pourtant dit..."
